"filename","type","records_approx","date_range","description","primary_source","notes"
"chernobyl_health_registry_populations_REAL.csv","health_outcomes","11_rows","1986-2025","Population health registries: Belarus National Registry; Russian RNMDR (~200,000 workers; annual surveys; ERR/Gy leukemia=1.26; cataracts; CVD); Ukrainian Chernobyl State Registry; NCI UkrAm/BelAm thyroid cohort (ERR/Gy=1.91; n=13127 Ukrainian); Belarus thyroid surveillance 1982-present; Chernobyl Tissue Bank (3000+ tumors; RET/PTC molecular signatures); leukemia ERR/Gy~1.7-2.0 (A-EURECA); psychological health = primary public burden (WHO 2005); UN Chernobyl Forum 2005 conclusions (~56 direct deaths; ~4000 projected cancer deaths); total 6000+ confirmed thyroid cancer cases (15 deaths; 98% survival)","UNSCEAR 2008; Ivanov 2004 PMID:15141805; Tronko 2006 BMJ; Nikiforov 2003 PMID:14598823; RNMDR; WHO 2005 Chernobyl Forum; Cardis 2006 BMJ; nci_ukraine_thyroid_cohort_REAL.csv; thyroid_cancer_timeseries_REAL.csv","Thyroid cancer = only confirmed large-scale solid cancer excess; 6000+ cases attributable; leukemia = ~100-200 excess cases (small but statistically confirmed); other solid tumors = not confirmed at population level below 200 mGy; psychological burden exceeds physical health burden outside small highly-exposed populations; 7 million Ukrainians receive Chernobyl social benefits"
"chernobyl_groundwater_contamination_REAL.csv","aquatic_environment","10_rows","1986-2025","CEZ groundwater contamination: Sr-90 groundwater 0.5-50 Bq/L (hot spots 50-500 Bq/L near burial sites; WHO limit=10 Bq/L); Red Forest burial trenches: Sr-90 1000-100,000 Bq/L (3-4 orders above WHO); Kd sorption physics (Sr-90: Kd=1-10 L/kg; Cs-137: Kd=1000-100,000 L/kg); Cs-137 essentially immobile in groundwater; cooling pond 2014 drawdown: Sr-90 spike 102 kBq/m³; Pripyat River Sr-90 timeseries 1986-2023 (0.1-1000 Bq/L range; 2020 wildfire spike); CEZ sandy Quaternary aquifer (K=10-100 m/day; depth 1-5m); peat bog Cs-137 accumulation; Pu/Am depth profile (99% in top 5cm)","Bugai 2005 J Environ Radioact doi:10.1016/j.jenvrad.2004.07.016; Zheleznyak 1996; IAEA TECDOC-1167; Kashparov 2003 J Environ Radioact doi:10.1016/S0265-931X(02)00028-4; groundwater_timeseries_REAL.csv; red_forest_waste_sites_REAL.csv","Sr-90 vs Cs-137 groundwater behavior: Kd difference of 3-4 orders magnitude = Cs-137 essentially immobile, Sr-90 active transporter; Red Forest burials created 3-4 orders magnitude above WHO Sr-90 in monitoring wells = most severe ongoing groundwater contamination in CEZ; fuel particle dissolution continues releasing Sr-90 to groundwater on 5-25yr dissolution half-time scale"
"radiation_units_quantities_REAL.csv","nuclear_physics_reference","11_rows","reference_units","Radiation units: Bq (activity; 1 Ci=3.7×10¹⁰ Bq); Gy (absorbed dose; 1 Gy=100 rad); Sv (equivalent dose; 1 Sv=100 rem); w_R weighting factors (gamma=1; alpha=20; neutron 1MeV=20); effective dose sum (w_T organs); H*(10) ambient dose equivalent for field monitoring; specific activity formula (Cs-137=3.19 TBq/g; Pu-239=2.31 GBq/g); collective dose (person-Sv); kerma vs absorbed dose; Roentgen (1 R≈8.76 mGy); committed dose E(50); LET (alpha=80-100 keV/µm; gamma=0.2 keV/µm); ALARA principle","ICRP 103 2007; ICRU 85 2011; Attix 1986; IAEA Safety Glossary 2022; radiation_dose_limits_REAL.csv; dose_conversion_factors_REAL.csv","Alpha RBE=20 explains factor 20 in dose coefficient between alpha and gamma per Bq; LET determines RBE mechanistically via DNA DSB clustering; specific activity Pu-239=2.31 GBq/g vs Cs-137=3.19 TBq/g = 1380x difference explains why Pu-239 causes harm at microgram mass while Cs-137 requires milligram masses; Roentgen to Gray conversion critical for interpreting Soviet-era DP-5 readings"
"cez_ecosystem_ecology_REAL.csv","contamination_environment","10_rows","1986-2025","CEZ ecosystem ecology: wolf density 7-19x reference regions (Deryabina 2015); wild boar mean 46,000 Bq/kg Cs-137 (77x EU limit); tree frog melanin darkening as radiation adaptation (Burraco 2022); forest succession (40-60% agricultural land now forest); fungi highest Cs-137 transfer factors (Fv=0.03-16.7; autumn mushroom exposure pathway); lichen-reindeer pathway (Norway/Finland reindeer 100,000 Bq/kg; Sami livelihood impact); tree ring bioarchives; earthworm bioturbation (1-5 cm/yr mixing); Moller/Mousseau vs Baker bird survey controversy; cooling pond catfish 96,000 Bq/kg","Deryabina 2015 Curr Biol doi:10.1016/j.cub.2015.08.017; Burraco 2022 Evol Appl doi:10.1111/eva.13335; Baker 2016 PLOS ONE doi:10.1371/journal.pone.0153310; Strand 2002; cez_wildlife_population_census_REAL.csv; soil_plant_transfer_factors_REAL.csv","Wolves thriving 7-19x reference = human absence > radiation effect at CEZ dose rates; tree frog melanin evolution = first confirmed radiation selection in wild vertebrates; lichen-reindeer pathway = most efficient terrestrial radionuclide concentration chain (lichen Fv=10-100); cooling pond catfish 160x EU food limit but population thriving; bird controversy unresolved - Moller/Mousseau results failed independent replication by Baker 2016"
"thyroid_cancer_treatment_outcomes_REAL.csv","health_outcomes","10_rows","1990-present","Thyroid cancer treatment outcomes: PTC histology >95% (Chernobyl-associated); total thyroidectomy + RAI ablation protocol; I-131 therapeutic dose 1-3 GBq; TNM staging (PTC <55yr mostly Stage I/II); 10-20yr survival >98%; Belarus 1990-2020: 3500 cases treated; ~15 deaths; microcarcinoma overdiagnosis debate post-2005; hypoparathyroidism 1-5% surgical complication (~300 cases from 6000 surgeries); RET inhibitors (selpercatinib) for RAI-refractory RET/PTC; Chernobyl = 0.03% of global thyroid cancer burden but enormous SIR in specific cohort (SIR=13x in exposed Belarus children)","UNSCEAR 2017; UNSCEAR 2008; Schlumberger 2012 NEJM; Tuttle 2019 PMID:30667326; Wirth 2020 NEJM selpercatinib; Vaccarella 2016 NEJM doi:10.1056/NEJMra1401433; nci_ukraine_thyroid_cohort_REAL.csv; thyroid_cancer_sir_trends_REAL.csv","I-131 both causes AND treats papillary thyroid cancer; same NIS symporter mechanism used for both; diagnostic dose from contaminated milk (0.1-30 Gy) → cancer initiation; therapeutic dose deliberately administered (100-300 Gy) → cancer cure; RET/PTC rearrangements from I-131 beta DSBs = actionable molecular target (selpercatinib); microcarcinoma overdiagnosis now recognized as separate issue from true radiation-induced cancer burden"
"chernobyl_nuclear_terrorism_risk_REAL.csv","nuclear_operations","9_rows","1986-2025","Nuclear security and terrorism context: Cs-137 dirty bomb (RDD) threat analysis; IAEA Category I/II/III source classification; Chernobyl site Russian occupation 2022 security implications; ZNPP spent fuel Category I nuclear material under occupation; Red Forest trench-digging soldier exposures; NPT framework; 2020 wildfire as natural RDD analog (630 GBq Cs-137 atmospheric); Ukrainian monitoring network (>200 stations); Pripyat nuclear tourism 60,000/yr pre-war; Glasnost as Chernobyl political legacy; HBO miniseries 2019 impact","IAEA NSS No. 11 2003; Budapest Memorandum 1994; IAEA-TECDOC-1344; wildfire_resuspension_REAL.csv; modern_monitoring_REAL.csv; NEA 2024; Plokhy 2018 Chernobyl; Gorbachev 2006; zaporizhzhia_npp_2022_2025_REAL.csv","Gorbachev: 'Chernobyl was perhaps the real cause, more than any other, for the collapse of the Soviet Union'; dirty bomb Cs-137 risk: ZNPP has Category I nuclear material under military occupation without IAEA physical security guarantee; 2020 wildfire = most recent atmospheric dispersal event (630 GBq); CTBTO/EURDEP would now detect Chernobyl-scale release within hours (vs 66hr delay in 1986)"
"radiation_shielding_engineering_REAL.csv","nuclear_physics_reference","10_rows","reference_engineering","Radiation shielding engineering: buildup factor B (scatter correction; Cs-137 in concrete µx=5: B~10); 50cm concrete ~18-20x dose reduction (with buildup); HVL Pb=7mm/concrete=55mm; inverse square law (2x distance → 4x reduction); time-distance-shielding (TDS/ALARA tools); NSC steel arch shielding; spent fuel pool 6m water cover (2^67 gamma reduction); TLD dosimeter physics (LiF crystal; ±5-15%; manipulated at Chernobyl); neutron shielding hydrogen-rich materials; respirator PF-1 (P3 filter for hot particles); lead vest limitations (3mm=15% dose reduction)","Blizard 1962 Reactor Handbook; NCRP Report 49; Attix 1986; Glasstone Sesonske 1967; IAEA Safety Series; chernobyl_shelter_sarcophagus_REAL.csv; gamma_ray_interaction_physics_REAL.csv; zaporizhzhia_npp_2022_2025_REAL.csv","Buildup factor correction critical: 50cm concrete without buildup would appear to give 545x reduction (2^9.1); with buildup B~30: actual 18x; explains measured dose rates in shelter vs calculations; spent fuel pool water = most effective passive shielding (HVL=9cm; 6m cover = 10^20 reduction); TLD records at Chernobyl systematically falsified → retrospective biological dosimetry required"
"quantum_nuclear_physics_fundamentals_REAL.csv","nuclear_physics_reference","11_rows","fundamental_quantum_physics","Quantum nuclear physics: semi-empirical mass formula (Bethe-Weizsäcker); nuclear shell model (Mayer Jensen 1949; magic numbers 2/8/20/28/50/82/126); Breit-Wigner resonance cross section formula; Xe-135 giant resonance at 0.084 eV coincides with thermal spectrum; Doppler broadening mechanism (Maxwell-Boltzmann velocity distribution → U-238 resonance broadening with T); radioactive decay law N(t)=N₀exp(-λt); Gamow tunneling factor for alpha decay (Pu-239 t½=24110yr from Coulomb barrier tunneling); weak force beta decay V-A theory CKM matrix; pair production QED threshold 1.022 MeV; fission Q=200 MeV distribution; Ba-137m isomeric state (t½=2.552min; 662 keV); QCD nuclear force origin","Bethe Weizsäcker 1935; Mayer Jensen 1949; Breit Wigner 1936; Gamow 1928; Fermi 1934; Klein Nishina 1929; NNDC; Yukawa 1935","Magic numbers N=50 and N=82 from nuclear shell model DIRECTLY explain why Cs-137 and Sr-90 are dominant Chernobyl fission products; Xe-135 quantum resonance at 0.084 eV explains reactor poisoning; Gamow tunneling explains why Pu-239 (24,110yr) lives long enough to be a concern in CEZ; Doppler broadening explains why reactors are self-limiting; ALL of Chernobyl's 40-year legacy encoded in QCD+QED+weak force parameters"
"stochastic_deterministic_effects_REAL.csv","nuclear_physics_reference","10_rows","radiobiology_fundamentals","Deterministic vs stochastic radiation effects: deterministic (tissue reaction): threshold required; severity increases with dose; ARS threshold 0.7 Gy; cataract ICRP 118 threshold 0.5 Gy (reduced from 2 Gy based on Chernobyl Worgul study n=8607); stochastic: LNT model (no threshold; probability proportional to dose); A-bomb survivor LNT basis; DDREF=1.5-2 for low dose/rate; CVD ERR/Gy=0.47 (Kashcheev 2015 n=53,772); solid tumor excess not confirmed <200 mGy; heritable effects not confirmed in humans (Hiroshima/Chernobyl); hormesis hypothesis (ICRP rejects; insufficient evidence)","ICRP 103 2007; ICRP 118 2012; BEIR VII 2006; UNSCEAR 2008/2012; Kashcheev 2015; Worgul 2007 PMID:17267613; contested_radiation_science_REAL.csv; ars_cases_REAL.csv; liquidator_noncancer_effects_REAL.csv","ARS threshold 0.7 Gy = confirmed deterministic; only ARS cases (n=134) and some firefighters with beta burns are confirmed deterministic Chernobyl victims; cataract threshold revision to 0.5 Gy = direct result of Chernobyl Worgul study; changed global occupational eye dose limit 150 mSv/yr → 20 mSv/yr; stochastic excess (6000+ thyroid cancers; ~100-200 leukemia) confirmed; other solid tumors not confirmed statistically"
"chernobyl_social_displacement_REAL.csv","socioeconomic","9_rows","1986-2025","Social displacement: 350,000 permanently displaced (116,000 immediate + 235,000 staged); Pripyat ghost city (49,360 evacuated; never returned); resettlement failures (samosely self-settlers; 700-1200 returned illegally); Ukrainian social benefit system (7M beneficiaries; 1-2% GDP cost); radiation stigma (marriage/employment discrimination; fertility decline); educational/scientific legacy (RNMDR; NCI UkrAm; WANO); mental health primary burden (depression 2x; PTSD; fatalism); Ukrainian independence Chernobyl link 1990-1991; international aid response (EBRD €820M Shelter Fund; G7 1995 MOU linked to Unit 3 closure)","UNDP 2002 Human Consequences; WHO 2006 Chernobyl Forum; Plokhy 2018; Marples 1988; EBRD; chernobyl_economic_impact_REAL.csv; neuropsychiatric_longterm_health_REAL.csv","350,000 displaced = largest radiological-caused displacement in history (vs Fukushima ~150,000 mostly temporary); 7M social benefit recipients = 16% Ukrainian population; Ukrainian independence movement explicitly cited Chernobyl as Soviet grievance; Chernobyl mental health burden (depression 2x; suicide elevation; fatalism) exceeds physical health burden for vast majority of exposed population outside ARS cases and thyroid cancer patients"
"environmental_dose_biota_REAL.csv","contamination_environment","9_rows","1986-present","Environmental dose to biota: ICRP 108 (2008) screening dose rates (<1 mGy/day no population effects; >10 mGy/day significant effects); dose rate to deer in CEZ 0.03-3.0 mGy/day; soil organisms (earthworms): 0.5-5 mGy/day typical CEZ; Red Forest 1986 trees: >50 mGy/day (killed); catfish cooling pond: 0.01-0.1 mGy/day (below fish screening); ERICA tool application (Beresford 2022 n=44 taxa); natural background 0.001-0.01 mGy/day; Am-241 growing = increasing alpha dose to biota; chronic swallow effects (Moller/Mousseau vs UNSCEAR 2021 contested)","ICRP 108 2008; Beresford 2022; Copplestone 2011 J Radiol Prot; Baker 2016 PLOS ONE; Moller Mousseau 2011 Ecol Lett doi:10.1111/j.1461-0248.2011.01618.x; cez_wildlife_population_census_REAL.csv; cez_ecosystem_ecology_REAL.csv","Red Forest trees died at >50 mGy/day 1986 = ONLY confirmed radiation-caused population extinction in CEZ; by 2026 most CEZ habitats below 1 mGy/day ICRP 108 screening; wildlife thriving demonstrates human removal > radiation effect at current dose rates; Am-241 will increase biota alpha dose over next 35 years as it peaks at 2058 (unique post-Chernobyl environmental trajectory)"
"chernobyl_key_numbers_reference_REAL.csv","nuclear_physics_reference","36_rows","comprehensive_cross_reference","Master reference: 36 key numbers cross-linked to all other files; categories: source term (85 PBq Cs-137; 1760 PBq I-131; 0.013 PBq Pu-239+240); accident physics (01:23:44 explosion; ORM=8; 30 MWth xenon pit; >30,000 MWth excursion; 300 GJ energy; Xe-135 2.65×10⁶ barns; β_eff=0.0065); half-lives (Cs-137=30.17yr; Sr-90=28.8yr; Am-241 peak 2058.7; Pu-239=24,110yr); health (134 ARS; 6000+ thyroid cancers; ICRP cataract threshold 0.5 Gy; liquidator mean 117 mSv); environment (CEZ 125,000 km²; Pripyat 4.932 µSv/hr; 630 GBq wildfire 2020); decommissioning (NSC 108×162×257m; 2064 target); war (ZNPP March 4 2022; 70x spike; NSC drone Feb 2025); context (nuclear tests 948 PBq = 11x Chernobyl; K-40 4400 Bq)","All files in /resr/chernobyl/data/; see cross_reference_file column for specific files","Single-stop reference for all key Chernobyl numbers; all values sourced; cross-linked to primary data files; organized by category; derivations provided where applicable; useful for quick numerical verification across project"
"nuclear_emergency_planning_REAL.csv","nuclear_operations","9_rows","emergency_planning_reference","Nuclear emergency planning: IAEA EPZ inner zone 3-5km (PAZ); outer zone 10-30km (UPZ); Protective Action Levels (PAL): evacuation 20-100 mSv; KI 50-500 mGy thyroid; post-Fukushima EPZ revisions (expanded 50km USA review); KI effectiveness (>90% reduction if taken before/within 1hr; pre-positioning essential); Soviet PAL 350 mSv vs IAEA 20-100 mSv = 3.5x too high; INES scale history (post-Chernobyl 1990; only 2 Level-7 events ever); iodine deficiency amplification (Soviet 1986 population 1.5-3x amplified thyroid dose); emergency communication 66hr delay vs modern 1hr standard","IAEA GS-R-2 2002; IAEA GSG-2 2011; IAEA GSR Part 7 2015; ICRP 109 2007; international_response_1986_REAL.csv; contamination_zones_REAL.csv; iodine_atmospheric_chemistry_REAL.csv; zaporizhzhia_npp_2022_2025_REAL.csv","Soviet 350 mSv evacuation threshold = 3.5x current IAEA standard; if modern PAL applied in 1986: Pripyat evacuated immediately April 26; KI distributed April 26; thyroid cancers 30-60% less; KI must be pre-positioned (post-event distribution fails); Poland 1986 = only success case; ZNPP: no EPZ implementation possible under Russian occupation"
"historical_contamination_context_REAL.csv","nuclear_operations","10_rows","comparative_contamination_history","Historical contamination comparisons: Mayak/Kyshtym 1957 (INES-6; 74 PBq total; Sr-90=20 PBq=2x Chernobyl; Cs-137=0.04 PBq); Windscale 1957 (INES-5; I-131=0.74 PBq; graphite fire like RBMK; both no containment); nuclear weapons testing global (Cs-137=948 PBq=11x; Sr-90=622 PBq=62x; Pu-239=11 PBq=800x); Semipalatinsk test site population exposure; Goiania 1987 CsCl (INES-5; 50 GBq); Fukushima 2011 (INES-7; Cs-137=15-20 PBq=1/5 Chernobyl); Mayak Techa River discharges (ERR/Gy matches Chernobyl); 1982 Chernobyl Unit 1 meltdown (KGB classified until 2016); TMI 1979 (containment held; ~0 Cs-137 released); Ru-106 2017 (250 TBq; Russia denied)","IAEA safety series; Medvedev 1979; UNSCEAR 2000; nuclear_accident_history_comparison_REAL.csv; fukushima_chernobyl_comparison_REAL.csv; reactor_types_physics_comparison_REAL.csv; ru106_2017_europe_REAL.csv","Windscale + Chernobyl: both graphite-moderated + no containment → same physical cause of large release; TMI + VVER: both PWR-type + containment → same physical reason for zero/small release; this pattern confirms: graphite moderated reactors without containment are inherently more accident-vulnerable; Techa River cohort ERR/Gy = same as Chernobyl liquidators = strong cross-validation of LNT dose-response"
"cez_management_regulations_REAL.csv","nuclear_operations","9_rows","1986-2026","CEZ legal framework and management regulations: Ukraine Law 796-XII 1991 (4 zone classification system: Alienation/Unconditional Resettlement/Guaranteed Voluntary Resettlement/Enhanced Ecological Control based on Cs-137 kBq/m²); Zone of Alienation 2600 km²; SNRIU radiation monitoring network (>30 permanent stations + SaveEcoBot commercial API + EURDEP European integration); scientific access permit protocols (2-4 week approval; TLD+alarm dosimeter mandatory); food/agriculture prohibition in CEZ; 100ha IAEA experimental non-food agriculture trial 2019+ (sunflower biodiesel; energy crops); waste management 2026 (ISF-2 loading target 2028; Red Forest trench monitoring; liquid waste treatment); UNESCO World Heritage nomination (postponed 2022 due to war); CEZ worker dose limit 20 mSv/yr (EU-harmonized)","Ukraine Law No. 796-XII 1991; SNRIU regulatory authority; SSE CHNPP; IAEA TECDOC-1348; SaveEcoBot; cez_research_2022_2025_REAL.csv; chernobyl_decommissioning_physics_REAL.csv; red_forest_waste_sites_REAL.csv","Zone classification system 1991 directly derived from contamination maps; outer zones still have >100,000 residents receiving social benefits; 100ha IAEA trial demonstrates: non-food productive use of contaminated land feasible even without full decontamination; samosely self-settlers accept elevated exposure for cultural/agricultural connection to land; UNESCO nomination adds heritage protection framework to existing radiation protection framework"
"radioactive_noble_gases_REAL.csv","nuclear_physics_reference","9_rows","1986-2026","Noble gas release and monitoring: Xe-133 4700 PBq + Kr-85 33 PBq = 6500 PBq total (largest Chernobyl release category by activity; first international detection); Xe-133 t½=5.24d; Kr-85 t½=10.76yr; Xe-135 core poisoning (2.65×10⁶ barns resonance at 0.084eV); Ar-41 (1.82hr; decayed within 36hr); CTBTO IMS noble gas network (80 stations; 4-xenon fingerprint for nuclear explosion vs reactor); dose calculation: submersion dose coefficient for Xe-133 = 4.4×10⁻¹⁵ Sv/(Bq·s·m⁻³); total collective dose ~70,000 person-Sv (10% of total despite 70% of activity); Rn-222 natural background; medical isotope vs accident discrimination; atmospheric transport (Xe-133 → North America May 5-6 1986)","UNSCEAR 2008 Annex D; Persson 1987 J Environ Radioact doi:10.1016/0265-931X(87)90095-8; CTBTO PrepCom; radioactive_decay_chains_REAL.csv; xenon_135_poisoning_REAL.csv; atmospheric_transport_plume_REAL.csv","Noble gas 6500 PBq = 70% of total Chernobyl activity released BUT only 10% of collective dose; activity:dose inversion illustrates critical lesson: activity release statistics mislead without dose pathway analysis; Xe-133 = first definitive external indicator of accident (Forsmark April 28); CTBTO IMS specifically designed post-Chernobyl to detect noble gas signatures from nuclear events globally"
"dose_reconstruction_RADRUE_REAL.csv","health_outcomes","9_rows","1986-2010","RADRUE dose reconstruction methodology: Monte Carlo dose reconstruction for 110,645 Ukrainian and 69,595 Belarusian liquidators; 4 input streams (individual interviews; JEM job-exposure matrix; ambient dose rate data; Soviet badge records with quality correction); individual uncertainty GSD=2.0-3.5; EPR tooth enamel dosimetry (34 mGy detection limit; ±15-20 mGy 1σ); FISH chromosome translocation dosimetry; Soviet 35 rem badge cap documented (underestimation factor 1.5-3 average; up to 15× for roof workers); liquidator dose distribution: mean 117 mSv; median 87 mSv; GSD=2.3; ~60,000-80,000 person-Sv collective; thyroid measurement 400,000 individuals 1986 (mostly too late; I-131 3-5 half-lives decayed)","Cardis 2005 J Radiol Prot doi:10.1088/0952-4746/25/3/R01; Drozdovitch 2007 Health Phys 93(4):343-361; Sholom 2000 Radiat Meas; retrospective_dosimetry_methods_REAL.csv; unscear_liquidator_doses_REAL.csv; nci_ukraine_thyroid_cohort_REAL.csv","RADRUE is gold standard for retrospective dose reconstruction; EPR/FISH validation confirms systematic badge underestimation; RADRUE ERR/Gy estimates may be CONSERVATIVE (doses likely underestimated → true ERR/Gy could be lower than derived); methodology subsequently adapted for Fukushima worker dose reconstruction"
"soil_radionuclide_migration_REAL.csv","contamination_environment","8_rows","1986-2026","Soil radionuclide migration physics: Kd distribution coefficient (Cs-137: 1,000-100,000 L/kg; Sr-90: 1-20 L/kg in sandy soil); retardation factor R = 1+(ρ/θ)×Kd; FES frayed edge sites on illite clay (Cs fixation mechanism; Kd×10,000 → essentially immobile); Cs-137 90% in top 5cm after 40yr; Sr-90 migrated 5-40cm → reaching groundwater; Pu-239/Am-241 >99% top 5cm (immobile); peat bog distinct from mineral soil; soil speciation aging: exchangeable Cs fraction 25% (1991) → 8% (2001) → TF decreasing over time; fuel particle dissolution half-time 5-25yr (Sr-90 release ongoing); K-fertilizer/liming countermeasures","Cremers 1988 Nature doi:10.1038/340563a0; Bugai 2005 J Environ Radioact doi:10.1016/j.jenvrad.2004.07.016; soil_plant_transfer_factors_REAL.csv; chernobyl_groundwater_contamination_REAL.csv; fuel_particle_contamination_REAL.csv; red_forest_waste_sites_REAL.csv","Kd ratio Cs:Sr = 100-1000× explains observation: Cs-137 stays at surface (surface dose rate concern) while Sr-90 reaches groundwater (drinking water pathway); fuel particle dissolution = ongoing Sr-90 source term to groundwater; aging effect (Cs fixation) means current Cs-137 TF is 3-5× lower than 1986 models predicted → past dose projections were overestimates"
"internal_dosimetry_chernobyl_REAL.csv","health_outcomes","8_rows","1986-2026","Internal dosimetry methods and pathways: WBC detection limit 270 Bq Cs-137 (5min 4π NaI); thyroid scanning I-131 (directional NaI at neck; Soviet 1986 measurements too late by 3-5 half-lives); ICRP 66 lung model clearance classes F/M/S; milk ingestion pathway dominant for I-131 in 1986 (Fm cow = 0.004 d/L; no Soviet milk ban until 10 days); ICRP 72 dose coefficients (I-131 1yr child 1.8×10⁻⁶ Sv/Bq vs adult 2.2×10⁻⁷ = 8×; I-131 net child:adult factor 36-50× including smaller thyroid and iodine deficiency); Prussian Blue decorporation (3g/day; t_b 70d→35d); Cs-137 biokinetics (muscle distribution; K analog; t_b2=110d adult vs 22d child); Sr-90 bone-seeker (t_b bone ~50yr; WBC cannot detect → urine assay)","ICRP 72 1996; ICRP 67 1993; ICRP 66 1994; Balonov 2007; cs137_body_burden_ukraine_REAL.csv; iodine_atmospheric_chemistry_REAL.csv; unscear_evacuee_thyroid_doses_REAL.csv; dose_conversion_factors_REAL.csv","I-131 child:adult net dose factor 36-50× = fundamental explanation for why thyroid cancer is age-specific pediatric excess; milk pathway = highest dose contributor (Soviet 10-day milk ban failure = major preventable harm); Prussian Blue interrupts enterohepatic recycling not direct body burden removal; Sr-90 bone seeker with ~50yr biological half-life = permanent internal exposure unless captured early"
"cesium_strontium_environmental_chemistry_REAL.csv","contamination_environment","8_rows","chemistry_reference","Cs-137 and Sr-90 environmental chemistry: Cs chemical properties (Group 1; Cs⁺ = K analog; all Cs salts highly water-soluble; FES sorption mechanism in illite clay; fixation = irreversible on decades timescale); Sr chemical properties (Group 2; Sr²⁺ = Ca analog; SrSO₄ sparingly soluble; SrCO₃ very low solubility); Cs-137 speciation aging in soil (exchangeable fraction 25%→8% over 1991-2001); AFCF Prussian Blue soil amendment (TF reduction 5-20×); K-fertilizer (Cs TF reduction 2-5×; K saturation mechanism); liming (Sr-90 TF reduction 40-60%; SrCO₃ precipitation + Ca competition); stable Cs in environment (3 ppm crust; pre-1945 no Cs-137/Sr-90 existed = entirely anthropogenic)","Cotton Wilkinson Inorganic Chemistry; Cremers 1988; Avery 1996 Environ Int; Konopleva 1999; soil_plant_transfer_factors_REAL.csv; soil_radionuclide_migration_REAL.csv; decontamination_countermeasures_REAL.csv","All Cs-137 and Sr-90 in environment = entirely anthropogenic (man-made since 1945); no natural background; Cs-137 released from Chernobyl as water-soluble CsOH aerosol → immediately bioavailable on deposition; Sr-90 in insoluble fuel particles near NPP → slow dissolution release; aging effect: Cs fixation reduces TF 3-5× over 40yr = passive environmental remediation; combined K+lime+AFCF treatment most cost-effective for outer zone agriculture"
"nuclear_forensics_attribution_REAL.csv","nuclear_physics_reference","8_rows","forensic_methodology","Nuclear forensics attribution methods: Cs-134/Cs-137 ratio = primary Chernobyl fingerprint (0.57 at deposition May 1986; ratio = 0 by 2026 = Cs-134 fully decayed after 19.4 half-lives); current attribution uses: Pu-240/Pu-239 ratio (26-28% = reactor-grade vs <7% weapons-grade); Am-241/Pu-239 growing toward 2058.7 peak = unique Chernobyl temporal signature; Ru-106 2017 case study (single-isotope release → reprocessing attribution; Mayak origin); Forsmark 1987 back-calculation (Cs-134 + Cs-137 in 0.5 ratio + noble gases → reactor accident attribution within hours); source term inversion (atmospheric transport model backward from >30 detection stations); NFPL IAEA library; Pu isotope ratio → burnup determination ±2000 MWd/t precision","Persson 1987 J Environ Radioact; IAEA Nuclear Security Series 2; Ketterer 2004 J Environ Radioact; CTBTO PrepCom; nuclear_fuel_cycle_burnup_REAL.csv; am241_ingrowth_timeseries_REAL.csv; ru106_2017_europe_REAL.csv; atmospheric_dispersion_parameters_REAL.csv","Cs-134/Cs-137 = most important forensic signature from 1986-2005; Cs-134 now fully decayed; current Chernobyl attribution: Am-241 temporal signature + Pu isotope ratios + geographic distribution; Forsmark 1987 detection demonstrates: modern EURDEP network would achieve same attribution within 2-4 hours; forensic capability now far exceeds 1986 level"
"chernobyl_spent_fuel_isf2_REAL.csv","nuclear_operations","8_rows","2020-2028","ISF-2 dry cask storage: capacity 21,217 RBMK assemblies; Holtec VSM (Ventilated Storage Modules); passive air cooling; 1,698 assemblies loaded Jan 2022; loading halted during Russian occupation (Mar-Apr 2022); resumed April 2022; target completion 2028; total Pu-239 in full ISF-2: ~4,668 kg; decay heat per assembly at 25yr cooling: 39 W (passive easily managed); criticality safety: no moderator → k_eff <0.8 with burnup credit; ISF-2 surface dose rate <2 mSv/hr; corium Unit 4 (170-220t FCM): stable; no removal plan; NSC prevents water infiltration; IAEA safeguards: inventory verification + C/S + remote monitoring; ANS-5.1 decay heat formula P(t)/P₀","Holtec International; IAEA SSG-15; SSE CHNPP; chernobyl_decommissioning_physics_REAL.csv; corium_fcm_physics_REAL.csv; rbmk_fuel_specifications_REAL.csv; nuclear_fuel_cycle_burnup_REAL.csv","ISF-2 passive safety = major improvement over ISF-1 wet pool (no Fukushima-class station blackout risk); 4,668 kg Pu-239 in ISF-2 = 55× critical mass but embedded in UO₂ ceramic matrix → non-extractable without reprocessing; corium removal = no viable technology; NSC 100-year strategy allows decay of remaining gamma-emitters before detailed decommissioning assessment"
